score,name,tail,imo,mmsi,flag,geartype,port,km,near,kn,h,vid,flag_gfw,flag_greatcircle
0.35,AZTECA 3,TECA 3,8111350,345080029,MEX,TUNA_PURSE_SEINES,mazatlan,417.7,77.5,10.0,22.5,2afe42794-467a-71d7-9e6a-e7cb4fa9318d,TFCCTF{345080029_mazatlan_27.09.2023_03:17_PM_77.5},TFCCTF{345080029_mazatlan_27.09.2023_03:17_PM_417.7}
0.34937,IMULA 0396CHW,396CHW,8442436,417039632,LKA,DRIFTING_LONGLINES,negombo,111.1,91.8,6.3,9.5,8d7941135-5fdd-3e84-1240-ccd9d1c106b5,TFCCTF{417039632_negombo_01.09.2023_02:24_PM_91.8},TFCCTF{417039632_negombo_01.09.2023_02:24_PM_111.1}
0.34937,FVWINFULL38,FULL38,9939022,520386000,FJI,DRIFTING_LONGLINES,suva,117.0,60.2,6.3,10.0,714360b16-6a98-d9c2-0988-3258a02f62b7,TFCCTF{520386000_suva_04.09.2023_04:00_PM_60.2},TFCCTF{520386000_suva_04.09.2023_04:00_PM_117.0}
0.34767,LEYCE,LEYCE,8884634,224253000,ESP,DRIFTING_LONGLINES,horta,313.2,287.4,6.6,25.8,fa086763c-cd7b-66e9-eb5b-36914644646c,TFCCTF{224253000_horta_01.09.2023_11:02_PM_287.4},TFCCTF{224253000_horta_01.09.2023_11:02_PM_313.2}
0.34716,MARINE PIONEER,IONEER,8748490,557009800,SLB,TUNA_PURSE_SEINES,noro anchorage,302.7,168.9,8.9,18.3,f2f244b6e-ed3f-7089-8ebe-f0a0b9ba08a9,TFCCTF{557009800_noro anchorage_16.09.2023_06:19_PM_168.9},TFCCTF{557009800_noro anchorage_16.09.2023_06:19_PM_302.7}
0.34375,HENLEY  JOY,Y  JOY,9242429,368188540,USA,NA,palacios,113.2,71.8,7.5,8.1,39ac6a9ee-e7e2-daa9-4311-19bd22608fbf,TFCCTF{368188540_palacios_08.09.2023_06:18_AM_71.8},TFCCTF{368188540_palacios_08.09.2023_06:18_AM_113.2}
0.34125,BP GABRIELA,BRIELA,9007403,735057562,ECU,TUNA_PURSE_SEINES,posorja,319.8,241.6,10.2,16.8,88bcca318-858e-20ba-f347-95cf0b50271a,TFCCTF{735057562_posorja_04.09.2023_12:42_PM_241.6},TFCCTF{735057562_posorja_04.09.2023_12:42_PM_319.8}
0.34106,SELENGA,ELENGA,8820145,273358560,RUS,FIXED_GEAR,yuzhno-morskoy,620.9,101.5,9.4,35.8,6e29acc60-09bd-63ce-8d68-152b3871f3ed,TFCCTF{273358560_yuzhno-morskoy_03.09.2023_10:19_AM_101.5},TFCCTF{273358560_yuzhno-morskoy_03.09.2023_10:19_AM_620.9}
0.34091,ROBERT MAGNUS,MAGNUS,8647775,367470880,USA,SET_LONGLINES,kodiak,402.5,272.5,7.0,30.8,e1633101e-e750-b382-a01a-ca36a362c9db,TFCCTF{367470880_kodiak_09.09.2023_03:08_AM_272.5},TFCCTF{367470880_kodiak_09.09.2023_03:08_AM_402.5}
0.34069,JOACCHI` I,CHI` I,0,247071890,ITA,TRAWLERS,fano canale albani,98.2,44.6,9.9,5.3,c635a406f-f847-71e1-d931-59d762226dc8,TFCCTF{247071890_fano canale albani_11.09.2023_03:52_AM_44.6},TFCCTF{247071890_fano canale albani_11.09.2023_03:52_AM_98.2}
0.33884,ELLA,ELLA,9888223,250006112,IRL,TRAWLERS,killybegs,409.3,99.4,6.1,36.3,8564b129b-be3a-329d-8c20-14d1706e5c09,TFCCTF{250006112_killybegs_05.09.2023_02:47_AM_99.4},TFCCTF{250006112_killybegs_05.09.2023_02:47_AM_409.3}
0.3375,YUH CHANG NO  11,NO  11,8664292,123456,,INCONCLUSIVE,apia,218.5,221.6,7.4,16.0,8388674d1-16fd-2dc4-fe13-26807822b939,TFCCTF{123456_apia_04.09.2023_07:52_PM_221.6},TFCCTF{123456_apia_04.09.2023_07:52_PM_218.5}
0.3375,RESILIENT,ILIENT,8939013,367375440,USA,NA,new bedford,196.1,118.7,7.4,14.2,4595a3d16-6a23-846a-d4a0-b414b31da435,TFCCTF{367375440_new bedford_03.09.2023_05:37_AM_118.7},TFCCTF{367375440_new bedford_03.09.2023_05:37_AM_196.1}
0.3375,RIKKE HOJ,KE HOJ,9239068,219922000,DNK,SET_GILLNETS,hvide sande,200.6,96.9,6.5,16.6,b6f65f0ef-fc3f-aeae-dcd0-938edc9799cc,TFCCTF{219922000_hvide sande_02.09.2023_06:53_PM_96.9},TFCCTF{219922000_hvide sande_02.09.2023_06:53_PM_200.6}
0.33638,KAPITAN NAZIN, NAZIN,0,273332560,RUS,TRAWLERS,kirkenes,90.5,23.4,10.2,4.8,3ab61e96f-fe74-a9a0-42f5-f82c1dec0510,TFCCTF{273332560_kirkenes_04.09.2023_06:10_PM_23.4},TFCCTF{273332560_kirkenes_04.09.2023_06:10_PM_90.5}
0.33586,AMALTAL ENTERPRISE,RPRISE,8619534,512000072,NZL,TRAWLERS,taroona,1181.5,758.9,12.1,52.7,cbda4921e-e025-5b97-edf8-2cfee156e3eb,TFCCTF{512000072_taroona_01.09.2023_12:42_AM_758.9},TFCCTF{512000072_taroona_01.09.2023_12:42_AM_1181.5}
0.33333,NUEVO CONFURCO,NFURCO,9156084,224048290,ESP,TRAWLERS,nerga,795.7,232.5,8.0,54.0,600c837c9-9cc5-c8a9-faec-f89b8a70f111,TFCCTF{224048290_nerga_20.09.2023_04:16_PM_232.5},TFCCTF{224048290_nerga_20.09.2023_04:16_PM_795.7}
0.3325,INCAMAR 3,AMAR 3,8797893,760038248,PER,OTHER_PURSE_SEINES,tambo de mora,444.2,156.1,10.4,23.0,30de49e26-6035-bfe0-9b6a-24481cc0bf2a,TFCCTF{760038248_tambo de mora_23.09.2023_06:28_AM_156.1},TFCCTF{760038248_tambo de mora_23.09.2023_06:28_AM_444.2}
0.33245,ALBIUS,ALBIUS,9245433,635218000,ATF,SET_LONGLINES,reunion,845.9,819.3,12.0,37.9,51fca1838-85e5-2bc0-dc47-2c07ae9fd186,TFCCTF{635218000_reunion_26.09.2023_11:24_PM_819.3},TFCCTF{635218000_reunion_26.09.2023_11:24_PM_845.9}
0.33206,ANGELA SACCO  II,CO  II,0,247300220,ITA,TRAWLERS,porto empedocle,87.4,75.1,10.3,4.6,072ba90ae-e633-1ff4-0271-4bdd38e234f8,TFCCTF{247300220_porto empedocle_08.09.2023_05:48_AM_75.1},TFCCTF{247300220_porto empedocle_08.09.2023_05:48_AM_87.4}
0.33206,PETROS-MARIA,-MARIA,0,237382000,GRC,TRAWLERS,kyllini,131.0,27.2,9.7,7.3,efc3389e7-73ab-80b6-13fa-0b2804fe0872,TFCCTF{237382000_kyllini_02.09.2023_05:26_AM_27.2},TFCCTF{237382000_kyllini_02.09.2023_05:26_AM_131.0}
0.33206,FD283 TRUI UAN HINTE, HINTE,0,235007860,GBR,TRAWLERS,harlingen,252.9,13.8,9.7,14.0,5034c9d2f-f1e4-3b15-d8da-39598d944bc4,TFCCTF{235007860_harlingen_04.09.2023_12:31_PM_13.8},TFCCTF{235007860_harlingen_04.09.2023_12:31_PM_252.9}
0.33206,NORDSTAR,RDSTAR,0,258360000,NOR,TRAWLERS,lerwick,216.0,9.3,10.3,11.4,f29795c9f-fd4a-2a5c-e792-3c2fdd5c1864,TFCCTF{258360000_lerwick_21.09.2023_06:09_AM_9.3},TFCCTF{258360000_lerwick_21.09.2023_06:09_AM_216.0}
0.33,IRENE H,RENE H,8856792,367093360,USA,FIXED_GEAR,kodiak,197.4,75.1,6.8,15.6,27eed6b29-9fdd-d1c9-7204-e054957c0d59,TFCCTF{367093360_kodiak_22.09.2023_02:11_PM_75.1},TFCCTF{367093360_kodiak_22.09.2023_02:11_PM_197.4}
0.32857,POLAR NATAARNAQ,AARNAQ,8704808,331997000,GRL,TRAWLERS,toftir,1299.2,549.1,11.1,63.0,c31a0563e-e063-c6f5-38d9-eeb9189ad94e,TFCCTF{331997000_toftir_16.09.2023_12:12_PM_549.1},TFCCTF{331997000_toftir_16.09.2023_12:12_PM_1299.2}
0.32812,GERDA,GERDA,8864361,273213570,RUS,PURSE_SEINES,yuzho kurilsk,145.8,78.8,9.5,8.3,02ad2a8a9-99de-e5cf-4d11-7397495ec41a,TFCCTF{273213570_yuzho kurilsk_02.09.2023_07:33_PM_78.8},TFCCTF{273213570_yuzho kurilsk_02.09.2023_07:33_PM_145.8}
0.32792,AMUR,AMUR,8910665,273444010,RUS,FIXED_GEAR,korsakov,489.7,211.7,8.3,31.7,b3ab958d8-88ca-8e2c-d601-f586d532546b,TFCCTF{273444010_korsakov_12.09.2023_02:58_PM_211.7},TFCCTF{273444010_korsakov_12.09.2023_02:58_PM_489.7}
0.32665,BALBAYA,ALBAYA,9097185,645474000,MUS,FISHING,port victoria,731.4,740.6,8.2,48.4,cc12feb74-408c-4cc6-c4a0-fcfb97d53336,TFCCTF{645474000_port victoria_24.09.2023_05:42_AM_740.6},TFCCTF{645474000_port victoria_24.09.2023_05:42_AM_731.4}
0.32535,DALLIA,DALLIA,9011222,273613120,RUS,SET_LONGLINES,petropavlovsk,494.9,55.0,7.5,35.5,1431fd31f-fdd4-fec4-a49f-0df13b2664b5,TFCCTF{273613120_petropavlovsk_02.09.2023_02:21_AM_55.0},TFCCTF{273613120_petropavlovsk_02.09.2023_02:21_AM_494.9}
0.32191,AMALTAL ATLANTIS,LANTIS,8901482,512235000,NZL,TRAWLERS,nelson,1140.5,526.9,9.2,67.1,4134a270c-cd79-6412-4812-7b58a57e0339,TFCCTF{512235000_nelson_01.09.2023_04:26_AM_526.9},TFCCTF{512235000_nelson_01.09.2023_04:26_AM_1140.5}
0.31938,RUITAIFENG919,ENG919,9955399,412549437,CHN,TRAWLERS,conakry,121.0,96.4,10.7,6.1,af5e575fa-a507-62a3-4916-438ddce53510,TFCCTF{412549437_conakry_01.09.2023_11:26_PM_96.4},TFCCTF{412549437_conakry_01.09.2023_11:26_PM_121.0}
0.31912,PHIDEAUX,IDEAUX,0,367548880,USA,TRAWLERS,wanchese,71.2,67.7,9.4,4.1,f9e00d793-3e03-a8b7-a6d3-5198c2b71001,TFCCTF{367548880_wanchese_21.09.2023_02:00_PM_67.7},TFCCTF{367548880_wanchese_21.09.2023_02:00_PM_71.2}
0.31912,PORTUNITY,TUNITY,0,601326000,ZAF,TRAWLERS,mossel bay,125.7,111.9,10.6,6.4,35a2d5b6d-dfe7-12ab-9eee-3423b9216e2f,TFCCTF{601326000_mossel bay_01.09.2023_09:23_AM_111.9},TFCCTF{601326000_mossel bay_01.09.2023_09:23_AM_125.7}
0.31875,SAJABI,SAJABI,8739566,224762000,ESP,NA,cansado,68.0,65.8,7.1,5.1,d2b79e123-3535-dcb9-7d43-4b2e97ec28f5,TFCCTF{224762000_cansado_01.09.2023_07:10_PM_65.8},TFCCTF{224762000_cansado_01.09.2023_07:10_PM_68.0}
0.31875,NP MYRA Q,MYRA Q,8871601,247118500,ITA,INCONCLUSIVE,bissau,169.4,183.0,7.1,13.0,bad5bdac7-7d3d-c6be-f2af-3d2989cbdd4c,TFCCTF{247118500_bissau_07.09.2023_08:58_AM_183.0},TFCCTF{247118500_bissau_07.09.2023_08:58_AM_169.4}
0.315,AZTECA 5,TECA 5,8113413,345080027,MEX,TUNA_PURSE_SEINES,mazatlan,181.4,175.5,9.2,10.7,4ba085a4a-ae59-e463-46bc-1df10ff27aca,TFCCTF{345080027_mazatlan_12.09.2023_12:27_PM_175.5},TFCCTF{345080027_mazatlan_12.09.2023_12:27_PM_181.4}
0.315,M YTTERSTAD,ERSTAD,9683972,257685800,NOR,OTHER_PURSE_SEINES,hareid,276.5,192.6,9.2,16.2,aa9974d81-1e37-7ac6-63c8-3c5dd957ff30,TFCCTF{257685800_hareid_02.09.2023_04:29_AM_192.6},TFCCTF{257685800_hareid_02.09.2023_04:29_AM_276.5}
0.31481,QUARTO,QUARTO,0,247063240,ITA,TRAWLERS,viareggio,92.4,16.4,9.3,5.3,0bd345ba8-8fb0-eca4-b3d2-8fcf508740e3,TFCCTF{247063240_viareggio_04.09.2023_04:55_AM_16.4},TFCCTF{247063240_viareggio_04.09.2023_04:55_AM_92.4}
0.31481,LUNA E,LUNA E,0,331999008,GRL,TRAWLERS,sisimiut,251.0,14.4,9.3,14.5,839e6aec3-345a-eac6-9188-223c3421f54c,TFCCTF{331999008_sisimiut_21.09.2023_09:04_AM_14.4},TFCCTF{331999008_sisimiut_21.09.2023_09:04_AM_251.0}
0.31474,PARVATI,ARVATI,8589296,660001400,REU,DRIFTING_LONGLINES,reunion,346.3,316.3,6.6,28.5,22aa93060-0292-44c8-aeee-479cdd4c999c,TFCCTF{660001400_reunion_17.09.2023_06:10_PM_316.3},TFCCTF{660001400_reunion_17.09.2023_06:10_PM_346.3}
0.31337,HANNA,HANNA,9363247,345080011,MEX,TUNA_PURSE_SEINES,mazatlan,493.1,212.9,10.3,25.8,476c6987b-bc9d-e555-6025-7dc285a1f583,TFCCTF{345080011_mazatlan_22.09.2023_09:27_PM_212.9},TFCCTF{345080011_mazatlan_22.09.2023_09:27_PM_493.1}
0.31298,GRANDE HERMINE,ERMINE,8407175,770576481,URY,TRAWLERS,montevideo,447.4,209.5,6.1,39.3,c3c04f82f-f6ba-332e-e933-38ecc03872f8,TFCCTF{770576481_montevideo_01.09.2023_08:51_AM_209.5},TFCCTF{770576481_montevideo_01.09.2023_08:51_AM_447.4}
0.30788,AZIMUT,AZIMUT,9260299,273438740,RUS,TRAWLERS,kirkenes,486.1,312.9,6.3,41.9,21e018e16-6e5f-4440-0250-9e7d9bb82bc8,TFCCTF{273438740_kirkenes_04.09.2023_12:43_AM_312.9},TFCCTF{273438740_kirkenes_04.09.2023_12:43_AM_486.1}
0.30691,AURORA B,RORA B,9156058,224651000,ESP,TUNA_PURSE_SEINES,nuku hiva,69.2,72.7,8.1,4.6,7f0cd9481-1962-2a84-5908-521bd85eb17e,TFCCTF{224651000_nuku hiva_26.09.2023_09:38_PM_72.7},TFCCTF{224651000_nuku hiva_26.09.2023_09:38_PM_69.2}
0.30625,TASA 427,SA 427,9133628,760000570,PER,PURSE_SEINES,callao,169.1,67.6,9.0,10.2,476277247-7d13-ae18-268d-df691bc61867,TFCCTF{760000570_callao_14.09.2023_02:18_PM_67.6},TFCCTF{760000570_callao_14.09.2023_02:18_PM_169.1}
0.30619,ANTONINO GENOVESE,NOVESE,0,247147140,ITA,TRAWLERS,mazara del vallo,129.2,47.8,9.1,7.7,2c2b0129a-aa42-5092-9c2b-0f15f6aa79f7,TFCCTF{247147140_mazara del vallo_07.09.2023_05:07_PM_47.8},TFCCTF{247147140_mazara del vallo_07.09.2023_05:07_PM_129.2}
0.30519,HARDHAUS,RDHAUS,9857482,257676000,NOR,OTHER_PURSE_SEINES,fitjar,448.9,171.7,8.9,27.3,f788c161d-ddfd-84d8-1f1d-715fa7e3d131,TFCCTF{257676000_fitjar_01.09.2023_08:50_PM_171.7},TFCCTF{257676000_fitjar_01.09.2023_08:50_PM_448.9}
0.30299,DONIENE,ONIENE,9130779,224464000,ESP,TUNA_PURSE_SEINES,port victoria,559.9,524.9,11.2,27.1,4ed2ee532-2942-5479-c326-6d2ec2f32cde,TFCCTF{224464000_port victoria_11.09.2023_04:40_AM_524.9},TFCCTF{224464000_port victoria_11.09.2023_04:40_AM_559.9}
0.30188,MARSHALLS 201,LS 201,9206982,538060004,MHL,TUNA_PURSE_SEINES,majuro,396.3,396.6,8.9,23.9,217c66f73-379e-a454-2521-1133078aca43,TFCCTF{538060004_majuro_02.09.2023_11:14_PM_396.6},TFCCTF{538060004_majuro_02.09.2023_11:14_PM_396.3}
0.30188,GORDON,GORDON,0,235002810,GBR,TRAWLERS,mousehole,81.8,33.7,11.0,4.0,026588404-4768-83fd-a4d4-a407338f6965,TFCCTF{235002810_mousehole_03.09.2023_12:01_AM_33.7},TFCCTF{235002810_mousehole_03.09.2023_12:01_AM_81.8}
0.30188,F/V SCUDERIA,UDERIA,0,228045900,FRA,TRAWLERS,roscoff,251.2,46.4,9.0,15.1,c16fcdca4-4c17-9f98-38e1-8a0fea49d81c,TFCCTF{228045900_roscoff_02.09.2023_01:23_AM_46.4},TFCCTF{228045900_roscoff_02.09.2023_01:23_AM_251.2}
0.3,TESTSHIP,STSHIP,0,600001113,,TRAWLERS,songmen,324.5,275.8,10.0,17.6,66202f6de-e40a-71fb-daa3-0588d47f2338,TFCCTF{600001113_songmen_17.09.2023_02:04_AM_275.8},TFCCTF{600001113_songmen_17.09.2023_02:04_AM_324.5}
0.3,NINA,NINA,0,701142000,ARG,TRAWLERS,puerto madryn,403.7,249.2,10.0,21.8,7ae33d2f3-3f89-2a7d-67b2-f184382dc8c9,TFCCTF{701142000_puerto madryn_05.09.2023_01:18_PM_249.2},TFCCTF{701142000_puerto madryn_05.09.2023_01:18_PM_403.7}
0.3,IMULA 1668 MTR,68 MTR,8451372,417166841,LKA,INCONCLUSIVE,marissa,106.6,114.8,6.8,8.5,9d790bcf6-6751-d156-714c-dfe48864289c,TFCCTF{417166841_marissa_23.09.2023_06:52_PM_114.8},TFCCTF{417166841_marissa_23.09.2023_06:52_PM_106.6}
0.3,BJORGVIN,ORGVIN,0,251177110,ISL,TRAWLERS,dalvik,126.5,44.6,10.0,6.8,a792a3294-48aa-0d51-8f33-3c9b9dd9b214,TFCCTF{251177110_dalvik_01.09.2023_03:18_AM_44.6},TFCCTF{251177110_dalvik_01.09.2023_03:18_AM_126.5}
0.3,KAREN OF LADRAM,LADRAM,8953021,234417000,GBR,SET_GILLNETS,mousehole,165.3,115.1,6.0,14.8,ca744c6f2-2e92-f6c1-f42d-235afeb00cf9,TFCCTF{234417000_mousehole_05.09.2023_09:39_PM_115.1},TFCCTF{234417000_mousehole_05.09.2023_09:39_PM_165.3}
0.3,FV/SILVER DAWN,R DAWN,8993942,235005150,GBR,SET_GILLNETS,mousehole,135.8,92.2,6.0,12.1,6fbd4ff0e-ec9e-57dd-7c9d-65bcdb9143a9,TFCCTF{235005150_mousehole_05.09.2023_09:14_PM_92.2},TFCCTF{235005150_mousehole_05.09.2023_09:14_PM_135.8}
0.3,UMBERTO  LUIGI, LUIGI,0,247140220,ITA,TRAWLERS,sciacca,76.2,18.9,10.0,4.1,12a095225-5e02-a51f-1463-c0974b035890,TFCCTF{247140220_sciacca_18.09.2023_05:01_AM_18.9},TFCCTF{247140220_sciacca_18.09.2023_05:01_AM_76.2}
0.3,F/V LA GALERE 2,LERE 2,8568199,228173000,FRA,SET_GILLNETS,saint-jean-de-luz,88.1,53.1,6.0,7.9,6837a97a7-76c6-cd26-bc4d-cc008887a044,TFCCTF{228173000_saint-jean-de-luz_01.09.2023_05:11_PM_53.1},TFCCTF{228173000_saint-jean-de-luz_01.09.2023_05:11_PM_88.1}
0.3,ZHEDAIYU06854,U06854,0,900406854,,TRAWLERS,yangshan,96.6,1.5,10.0,5.2,a556d9277-7ae7-4da0-4fc4-7e2b3aee244b,TFCCTF{900406854_yangshan_03.09.2023_10:35_AM_1.5},TFCCTF{900406854_yangshan_03.09.2023_10:35_AM_96.6}
0.29756,JOHN & NICHOLAS,CHOLAS,0,367181750,USA,TRAWLERS,new bedford,97.7,48.6,8.9,5.9,da28a0113-3273-3a9f-10ab-097e617c5725,TFCCTF{367181750_new bedford_01.09.2023_08:08_AM_48.6},TFCCTF{367181750_new bedford_01.09.2023_08:08_AM_97.7}
0.2975,TRONDUR I GOTU,I GOTU,9279238,231307000,FRO,OTHER_PURSE_SEINES,leirvik,235.6,211.2,11.2,11.3,b9c0a2c8d-d3f6-2cc3-ebcf-5c353af89f9b,TFCCTF{231307000_leirvik_05.09.2023_08:47_AM_211.2},TFCCTF{231307000_leirvik_05.09.2023_08:47_AM_235.6}
0.2975,XIXILI,XIXILI,7413828,663195000,SEN,TUNA_PURSE_SEINES,dakar,94.6,81.1,11.2,4.6,098ac6ed6-65a9-260b-fb84-8c932eb977ae,TFCCTF{663195000_dakar_30.09.2023_05:43_AM_81.1},TFCCTF{663195000_dakar_30.09.2023_05:43_AM_94.6}
0.29747,F/V EMERAUDE,ERAUDE,9799898,228080600,FRA,TRAWLERS,tromso,1168.3,52.6,13.3,47.4,7d376e705-536d-b604-42f2-2a87af274212,TFCCTF{228080600_tromso_02.09.2023_09:10_AM_52.6},TFCCTF{228080600_tromso_02.09.2023_09:10_AM_1168.3}
0.29625,1,1,0,100922838,,TRAWLERS,yuhuan,209.9,148.8,9.9,11.4,5ff5f58cd-d4e0-1a05-aac1-45b59794adc2,TFCCTF{100922838_yuhuan_05.09.2023_04:45_AM_148.8},TFCCTF{100922838_yuhuan_05.09.2023_04:45_AM_209.9}
0.29625,UST-94,UST-94,0,261004040,POL,TRAWLERS,ustka,93.1,61.6,10.1,5.0,4b4438c6a-a041-f9f7-fffb-a83f629a8d4c,TFCCTF{261004040_ustka_09.09.2023_03:25_AM_61.6},TFCCTF{261004040_ustka_09.09.2023_03:25_AM_93.1}
0.29625,ZHEXIANGYU30332,U30332,0,998530332,,TRAWLERS,shipu,94.9,45.9,9.9,5.2,8849669a4-47c7-5b3d-472d-819b0749133a,TFCCTF{998530332_shipu_16.09.2023_02:11_PM_45.9},TFCCTF{998530332_shipu_16.09.2023_02:11_PM_94.9}
0.29625,LULANYU61063,U61063,0,881006004,,TRAWLERS,lanshan,292.7,128.9,10.1,15.6,f85b83e02-2d7d-e9c9-7de1-ebf097628afb,TFCCTF{881006004_lanshan_01.09.2023_10:04_PM_128.9},TFCCTF{881006004_lanshan_01.09.2023_10:04_PM_292.7}
0.29625,AISB,AISB,0,9022585,,TRAWLERS,shanghai,126.9,41.3,10.1,6.8,062571a08-84aa-7b49-ff1f-95938c00d940,TFCCTF{9022585_shanghai_04.09.2023_12:19_AM_41.3},TFCCTF{9022585_shanghai_04.09.2023_12:19_AM_126.9}
0.29625,AISB,AISB,0,90222507,,TRAWLERS,shanghai,128.9,39.7,10.1,6.9,04981fdd2-2c00-2a19-6157-cc02fe336ed5,TFCCTF{90222507_shanghai_03.09.2023_05:45_PM_39.7},TFCCTF{90222507_shanghai_03.09.2023_05:45_PM_128.9}
0.29625,ORIZZONTE II,NTE II,0,247140190,ITA,TRAWLERS,sciacca,80.2,16.1,10.1,4.3,29c25dbc4-47d7-dbe0-e52e-ee6304d33884,TFCCTF{247140190_sciacca_04.09.2023_05:46_AM_16.1},TFCCTF{247140190_sciacca_04.09.2023_05:46_AM_80.2}
0.29625,CRISTINA,ISTINA,0,247104060,ITA,TRAWLERS,molfetta,118.6,18.9,9.9,6.5,375e665f6-666b-1751-f7e4-f36997727a6b,TFCCTF{247104060_molfetta_26.09.2023_03:48_AM_18.9},TFCCTF{247104060_molfetta_26.09.2023_03:48_AM_118.6}
0.29625,F/V KOL-123,OL-123,0,261003710,POL,TRAWLERS,kolobrzeg,192.9,27.5,9.9,10.5,201415570-0ef8-d350-1315-8e50c3cc30b9,TFCCTF{261003710_kolobrzeg_08.09.2023_08:30_AM_27.5},TFCCTF{261003710_kolobrzeg_08.09.2023_08:30_AM_192.9}
0.29584,TIBURON,IBURON,9055242,273840900,RUS,SET_LONGLINES,petropavlovsk,652.5,89.3,8.1,43.3,def1151de-e2d7-616f-5f8e-6a5ec312f5ba,TFCCTF{273840900_petropavlovsk_16.09.2023_11:08_PM_89.3},TFCCTF{273840900_petropavlovsk_16.09.2023_11:08_PM_652.5}
0.29325,UK176 VERWACHTING,CHTING,0,245771000,NLD,TRAWLERS,harlingen,113.7,23.8,11.2,5.5,b6850b27f-f5b7-c915-7a7a-1825612e3950,TFCCTF{245771000_harlingen_04.09.2023_06:23_AM_23.8},TFCCTF{245771000_harlingen_04.09.2023_06:23_AM_113.7}
0.29312,FU YUAN YU 964,YU 964,8772972,412440069,CHN,TRAWLERS,porto amboim,162.5,104.8,11.3,7.8,3eef4469b-b658-3268-e663-a14701be91d7,TFCCTF{412440069_porto amboim_13.09.2023_10:54_PM_104.8},TFCCTF{412440069_porto amboim_13.09.2023_10:54_PM_162.5}
0.2925,NANNY BESSIE,BESSIE,0,316023983,CAN,TRAWLERS,louisburg,143.7,145.9,9.8,7.9,712a8bb75-53b2-e3e1-0c39-4821d497e041,TFCCTF{316023983_louisburg_09.09.2023_07:16_AM_145.9},TFCCTF{316023983_louisburg_09.09.2023_07:16_AM_143.7}
0.2925,DON ESCIPION,CIPION,0,701000956,ARG,TRAWLERS,mar del plata,217.0,188.2,10.2,11.4,94b1a51d3-3cde-3fe1-f002-4f24ee0700f8,TFCCTF{701000956_mar del plata_14.09.2023_06:28_AM_188.2},TFCCTF{701000956_mar del plata_14.09.2023_06:28_AM_217.0}
0.2925,STARFISH,ARFISH,0,367477340,USA,TRAWLERS,dutch harbor,104.4,54.0,10.2,5.6,782da3428-809c-ac6f-2fc9-8c8b1a1ee44c,TFCCTF{367477340_dutch harbor_03.09.2023_08:16_PM_54.0},TFCCTF{367477340_dutch harbor_03.09.2023_08:16_PM_104.4}
0.2925,AISB,AISB,0,9020379,,TRAWLERS,shanghai,162.9,75.1,9.8,9.0,0edc586e5-5d53-c5e4-f1f1-152d5240e2d6,TFCCTF{9020379_shanghai_03.09.2023_11:09_PM_75.1},TFCCTF{9020379_shanghai_03.09.2023_11:09_PM_162.9}
0.2925,ZHEPUYU68181,U68181,0,900068181,,TRAWLERS,zhoushan,134.9,60.6,10.2,7.1,c7ab4ced2-2df1-42c3-b539-5f10bd277339,TFCCTF{900068181_zhoushan_03.09.2023_02:33_PM_60.6},TFCCTF{900068181_zhoushan_03.09.2023_02:33_PM_134.9}
0.2925,ANTONINO PELLEGRINO,EGRINO,0,247300110,ITA,TRAWLERS,mazara del vallo,121.3,40.7,10.2,6.4,95eba4654-463e-b936-60b6-f441402e479f,TFCCTF{247300110_mazara del vallo_27.09.2023_03:36_AM_40.7},TFCCTF{247300110_mazara del vallo_27.09.2023_03:36_AM_121.3}
0.2925,PADRE PIO,RE PIO,0,247142070,ITA,TRAWLERS,sciacca,75.2,20.9,9.8,4.2,2ff45415f-f46a-20c5-1efe-b0ba8940854e,TFCCTF{247142070_sciacca_04.09.2023_05:26_AM_20.9},TFCCTF{247142070_sciacca_04.09.2023_05:26_AM_75.2}
0.2925,ARDITO,ARDITO,0,247147780,ITA,TRAWLERS,sciacca,76.6,20.5,9.8,4.2,799a159e6-6dca-cb6e-e1e7-45d327cf51f4,TFCCTF{247147780_sciacca_04.09.2023_05:37_AM_20.5},TFCCTF{247147780_sciacca_04.09.2023_05:37_AM_76.6}
0.2925,F/V CAP PILAR, PILAR,0,228157700,FRA,TRAWLERS,granville,143.2,31.7,9.8,7.9,25ef9288a-ad31-a1da-f4c2-d20bb7485b89,TFCCTF{228157700_granville_04.09.2023_04:45_PM_31.7},TFCCTF{228157700_granville_04.09.2023_04:45_PM_143.2}
0.2925,BOCCIA  SECONDO,ECONDO,0,247146590,ITA,TRAWLERS,mazara del vallo,176.3,22.9,9.8,9.7,22bd70617-727c-cc3f-3d79-00438087c786,TFCCTF{247146590_mazara del vallo_15.09.2023_05:12_AM_22.9},TFCCTF{247146590_mazara del vallo_15.09.2023_05:12_AM_176.3}
0.2925,SC25 EVERT SNOEK, SNOEK,0,211245890,DEU,TRAWLERS,harlingen,302.9,27.7,9.8,16.7,1600199f3-3e3b-8a29-f0f2-e9aa60d0007d,TFCCTF{211245890_harlingen_04.09.2023_04:58_PM_27.7},TFCCTF{211245890_harlingen_04.09.2023_04:58_PM_302.9}
